Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Equatorial Guinea,GNQ,,,41.6932714635636,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Eritrea,ERI,,,55.2568020601124,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Estonia,EST,,,22.7186711472336,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Ethiopia,ETH,,,30.6,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Faeroe Islands,FRO,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Fiji,FJI,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Finland,FIN,,,14.9976801747429,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,France,FRA,,,11.4636998240536,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,French Polynesia,PYF,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Gabon,GAB,,,46.162762148001,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Gambia, The",GMB,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Georgia,GEO,,,41.5939582693643,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Germany,DEU,,,12.3275735736322,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Ghana,GHA,64.9,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Greece,GRC,,,18.6020948126124,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Greenland,GRL,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Grenada,GRD,,,31.3776052401502,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Guam,GUM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Guatemala,GTM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Guinea,GIN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Guinea-Bissau,GNB,,,57.7000631525343,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Guyana,GUY,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Haiti,HTI,,,,50.3,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Honduras,HND,,,,21.4,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Hong Kong SAR, China",HKG,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Hungary,HUN,,,20.674185111387,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Iceland,ISL,,,11.8051046635699,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,India,IND,,,49.7,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Indonesia,IDN,,,44.3282880780271,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Iran, Islamic Rep.",IRN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Iraq,IRQ,,,38.1612439159412,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Ireland,IRL,,,14.8465263026954,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Isle of Man,IMY,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Israel,ISR,,,17.4109450803097,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Italy,ITA,,,15.4619304935007,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Jamaica,JAM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Japan,JPN,,,14.80916764304,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Jordan,JOR,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kazakhstan,KAZ,,,25.9962953979262,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kenya,KEN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kiribati,KIR,,,38.3810497757132,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Korea, Dem. Rep.",PRK,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Korea, Rep.",KOR,,,22.6369775895252,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kosovo,KSV,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kuwait,KWT,,,31.2881475182638,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Kyrgyz Republic,KGZ,,,34.1106687603297,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Lao PDR,LAO,,,56.3550312614,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Latvia,LVA,,,25.0074655782601,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Lebanon,LBN,,,31.5627813569664,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Lesotho,LSO,,25.4,25.4,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Liberia,LBR,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Libya,LBY,,,34.4952985509956,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Liechtenstein,LIE,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Lithuania,LTU,,,24.2048568258708,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Luxembourg,LUX,,,10.3028593668819,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Macao SAR, China",MAC,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Macedonia, FYR",MKD,,,31.7782665626271,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Madagascar,MDG,,50.1,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Malawi,MWI,,47.3,47.3,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Malaysia,MYS,43.7,38.3,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Maldives,MDV,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mali,MLI,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Malta,MLT,,,26.1209857299655,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Marshall Islands,MHL,,,38.066405882286,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mauritania,MRT,,,52.652036414882,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mauritius,MUS,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mexico,MEX,,,,20.6,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Micronesia, Fed. Sts.",FSM,,,37.7766981084526,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Moldova,MDA,,,36.4711573486706,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Monaco,MCO,,,6.32882591524949,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mongolia,MNG,,,37.2764013928744,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Montenegro,MNE,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Morocco,MAR,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Mozambique,MOZ,,,52.4090995913345,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Myanmar,MMR,,,49.5963273428692,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Namibia,NAM,,,30.6014969867851,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Nepal,NPL,,,,42.4,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Netherlands,NLD,,,12.5252821443645,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,New Caledonia,NCL,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,New Zealand,NZL,,,17.5794811535097,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Nicaragua,NIC,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Niger,NER,,,65.5126506121282,61.3,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Nigeria,NGA,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Northern Mariana Islands,MNP,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Norway,NOR,,,9.34523670569031,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Oman,OMN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Pakistan,PAK,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Palau,PLW,,,27.2658615499052,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Panama,PAN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Papua New Guinea,PNG,,,55.1533350684339,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Paraguay,PRY,,,39.3441192334,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Peru,PER,,42.7,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Philippines,PHL,43.9,,,,,42.5,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Poland,POL,,,25.3063570606418,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Portugal,PRT,,,17.3316331261052,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Puerto Rico,PRI,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Qatar,QAT,,,29.1234005303677,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Romania,ROM,,,30.0346870206086,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Russian Federation,RUS,,,20.8011707458191,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Rwanda,RWA,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Samoa,WSM,,,33.3595369804241,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,San Marino,SMR,,,11.2928044687291,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sao Tome and Principe,STP,,,40.4266575132204,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Saudi Arabia,SAU,,,31.9781554070771,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Senegal,SEN,,,57.5806430752,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Serbia,SRB,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Seychelles,SYC,,,24.8800711623979,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sierra Leone,SLE,,,59.7029339756303,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Singapore,SGP,,,23.8188388051198,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sint Maarten (Dutch part),SXM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Slovak Republic,SVK,,,25.1527241790572,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Slovenia,SVN,,,18.8712869705582,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Solomon Islands,SLB,,,51.0939295018163,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Somalia,SOM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,South Africa,ZAF,,,21.8369713568657,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,South Sudan,SSD,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Spain,ESP,,,17.6316505813368,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sri Lanka,LKA,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,St. Kitts and Nevis,KNA,,,25.6144096071397,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,St. Lucia,LCA,,,33.3909350820041,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,St. Martin (French part),MAF,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,St. Vincent and the Grenadines,VCT,,,32.6907740287303,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sudan,SDN,,,57.7396948350132,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Suriname,SUR,,,32.4027118019509,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Swaziland,SWZ,,,24.3307027201,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Sweden,SWE,,,12.901889915931,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Switzerland,CHE,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Syrian Arab Republic,SYR,,,39.3204765456152,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Tajikistan,TJK,,,44.6102114919373,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Tanzania,TZA,,,58.2,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Thailand,THA,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Timor-Leste,TMP,22.9,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Togo,TGO,,,50.2391352549807,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Tonga,TON,,,33.9825959190024,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Trinidad and Tobago,TTO,,,29.7334118215283,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Tunisia,TUN,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Turkey,TUR,,,40.1956009371297,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Turkmenistan,TKM,,,29.902189310706,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Turks and Caicos Islands,TCA,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Tuvalu,TUV,,,33.0946873250866,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Uganda,UGA,,,,64.4,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Ukraine,UKR,,,27.2870329351002,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,United Arab Emirates,ARE,,,27.9364368531713,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,United Kingdom,GBR,,,15.2341351839619,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,United States,USA,,,5.7,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Uruguay,URY,,,27.0725873257,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Uzbekistan,UZB,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Vanuatu,VUT,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Venezuela, RB",VEN,,,39.6331474420429,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Vietnam,VNM,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Virgin Islands (U.S.),VIR,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,West Bank and Gaza,WBG,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,"Yemen, Rep.",YEM,,,58.0943605467385,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Zambia,ZMB,,,,,,,,,,
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,Zimbabwe,ZWE,,,,47,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Afghanistan,AFG,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Albania,ALB,,,,,,,19.4045,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Algeria,DZA,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,American Samoa,ASM,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Andorra,ADO,,,,,,,32.30339,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Angola,AGO,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Antigua and Barbuda,ATG,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Argentina,ARG,,,,,,,21.7491,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Armenia,ARM,,,,,,,2.101506,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Aruba,ABW,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Australia,AUS,,,,,,,19,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Austria,AUT,,,,,,,45.07046,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Azerbaijan,AZE,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,"Bahamas, The",BHS,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bahrain,BHR,,,,,,,8.08383,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bangladesh,BGD,,,,,,,1.96212096505598,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Barbados,BRB,,,,,,,1.370464,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Belarus,BLR,,,,,,,8.774553,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Belgium,BEL,,,,,,,22,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Belize,BLZ,,,,,,,2.838819,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Benin,BEN,,,,,,,1.446144,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bermuda,BMU,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bhutan,BTN,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bolivia,BOL,,,,,,,17.8,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bosnia and Herzegovina,BIH,,,,,,,35.64017,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Botswana,BWA,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Brazil,BRA,,,,,,,12.9550358240479,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Brunei Darussalam,BRN,,,,,,,4.393754,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Bulgaria,BGR,,,,,,,26.88738,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Burkina Faso,BFA,,,,,,,7.965782,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Burundi,BDI,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cambodia,KHM,,,,,,,3.4,4.8,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cameroon,CMR,,,,,,,1.605084,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Canada,CAN,,,,,,,16.8,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cape Verde,CPV,,,,,,,3.376284,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cayman Islands,CYM,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Central African Republic,CAF,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Chad,TCD,,,,,,,2.793595,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Channel Islands,CHI,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Chile,CHL,,,,,,,33.23,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,China,CHN,,,,,,,2.24613509159096,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Colombia,COL,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Comoros,COM,,,,,,,9.378314,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,"Congo, Dem. Rep.",ZAR,,,,,,,1.796581,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,"Congo, Rep.",COG,,,,,,,1,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Costa Rica,CRI,,,,,,,7.758543,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cote d'Ivoire,CIV,,,,,,,3.603516,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Croatia,HRV,,,,,,26.6,29.58944,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cuba,CUB,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Curacao,CUW,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Cyprus,CYP,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Czech Republic,CZE,,,,,,,30.9,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Denmark,DNK,,,,,,,27.5812,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Djibouti,DJI,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Dominica,DMA,,,,,,,3.525747,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Dominican Republic,DOM,,,,,,,13.03495,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Ecuador,ECU,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,"Egypt, Arab Rep.",EGY,,,,,,,1,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,El Salvador,SLV,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Equatorial Guinea,GNQ,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Eritrea,ERI,,,,,,,1.796581,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Estonia,EST,,,,,,,22.81026,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Ethiopia,ETH,,,,,,,1,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Faeroe Islands,FRO,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Fiji,FJI,,,,,,,3.036942,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Finland,FIN,,,,,,,21.53839,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,France,FRA,,,,,,,27.37468,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,French Polynesia,PYF,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Gabon,GAB,,,,,,,3.252878,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,"Gambia, The",GMB,,,,,,,2.736188,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Georgia,GEO,,,,,,,5.706879,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Germany,DEU,,,,,,,24.7573875252163,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Ghana,GHA,,,,,,,2.595944,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Greece,GRC,,,,,,,41.44122,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Greenland,GRL,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Grenada,GRD,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Guam,GUM,,,,,,,,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Guatemala,GTM,,,,,,,3.916562,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Guinea,GIN,,,,,,,1.854504,,,
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Guinea-Bissau,GNB,,,,,,,,,,
